"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060736","GO:0060736","prostate gland growth","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"PTEN/SOX9",2
"GO:0061517","GO:0061517","macrophage proliferation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"CLU/MAPK1",2
"GO:0061795","GO:0061795","Golgi lumen acidification","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ATP6V1A/ATP6V1F",2
"GO:0070417","GO:0070417","cellular response to cold","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"FOXO1/NFKBIA",2
"GO:0070586","GO:0070586","cell-cell adhesion involved in gastrulation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"IL1RN/KLF4",2
"GO:0071472","GO:0071472","cellular response to salt stress","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"XRCC5/ZFP36L1",2
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"HES1/VEGFA",2
"GO:0099188","GO:0099188","postsynaptic cytoskeleton organization","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ACTG1/WASF2",2
"GO:0150065","GO:0150065","regulation of deacetylase activity","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"FNTA/VEGFA",2
"GO:1902065","GO:1902065","response to L-glutamate","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"TAF9/TMBIM6",2
"GO:1902950","GO:1902950","regulation of dendritic spine maintenance","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"NEDD9/VPS35",2
"GO:1903867","GO:1903867","extraembryonic membrane development","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"DNAJB6/TMED2",2
"GO:1905666","GO:1905666","regulation of protein localization to endosome","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"DTX3L/MSN",2
"GO:0043393","GO:0043393","regulation of protein binding","13/814","200/18903",0.0920156027649325,0.252520245951083,0.190186032786971,"AKT1/ATP2A2/B2M/CAV1/CDC42/DTX3L/HSP90AB1/LRPAP1/MAPRE1/PARK7/RAN/ROCK1/TMBIM6",13
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","4/814","40/18903",0.0920373676130821,0.252520245951083,0.190186032786971,"FLNA/HSP90AA1/HSP90AB1/RAN",4
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","4/814","40/18903",0.0920373676130821,0.252520245951083,0.190186032786971,"CFLAR/FAM210B/LCOR/SSTR2",4
"GO:1901998","GO:1901998","toxin transport","4/814","40/18903",0.0920373676130821,0.252520245951083,0.190186032786971,"ADAM10/DNAJA1/HSPA5/TCP1",4
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","4/814","40/18903",0.0920373676130821,0.252520245951083,0.190186032786971,"CTNNB1/HIF1A/ITGB1/VEGFA",4
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","5/814","56/18903",0.0925523590576245,0.253665633202193,0.191048683052786,"BUB3/DUSP1/HNRNPU/PCID2/ZNF207",5
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","5/814","56/18903",0.0925523590576245,0.253665633202193,0.191048683052786,"HLA-DRA/HLA-DRB1/HMGB1/JUNB/RARA",5
"GO:0055006","GO:0055006","cardiac cell development","7/814","90/18903",0.0930316163531392,0.254844901668789,0.191936851010994,"AKAP13/HNRNPU/PDCD4/PDLIM5/PLEC/SORBS2/VEGFA",7
"GO:0003231","GO:0003231","cardiac ventricle development","9/814","126/18903",0.0940862782645708,0.256780636690003,0.193394752981685,"DSP/FOXC1/HES1/HIF1A/PPP1R13L/RBPJ/SEMA3C/SMAD6/TGFBR2",9
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","6/814","73/18903",0.0941345377335214,0.256780636690003,0.193394752981685,"MDH1/NAMPT/NAPRT/PARP9/RPE/TALDO1",6
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","6/814","73/18903",0.0941345377335214,0.256780636690003,0.193394752981685,"B2M/EIF4E/HES1/ITGB1/RHOA/SOX9",6
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","6/814","73/18903",0.0941345377335214,0.256780636690003,0.193394752981685,"MDH1/NAMPT/NAPRT/PARP9/RPE/TALDO1",6
"GO:0072678","GO:0072678","T cell migration","6/814","73/18903",0.0941345377335214,0.256780636690003,0.193394752981685,"ADAM10/MSN/PLEC/RHOA/SELENOK/SLC12A2",6
"GO:0150076","GO:0150076","neuroinflammatory response","6/814","73/18903",0.0941345377335214,0.256780636690003,0.193394752981685,"CLU/CTSC/IFNGR1/IFNGR2/ITGB1/JUN",6
"GO:0014812","GO:0014812","muscle cell migration","8/814","108/18903",0.0942812410761063,0.256780636690003,0.193394752981685,"ADAMTS1/APEX1/ARPC5/DDR1/MDK/NET1/RHOA/ROCK1",8
"GO:0032006","GO:0032006","regulation of TOR signaling","8/814","108/18903",0.0942812410761063,0.256780636690003,0.193394752981685,"GOLPH3/HIF1A/LAMTOR3/PDCD6/PIK3CA/RHEB/RRAGC/WAC",8
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","8/814","108/18903",0.0942812410761063,0.256780636690003,0.193394752981685,"AKT1/CALM3/CAV1/GNAI3/HIF1A/NDUFA4/PARK7/PHB2",8
"GO:0071867","GO:0071867","response to monoamine","8/814","108/18903",0.0942812410761063,0.256780636690003,0.193394752981685,"FLNA/GNAI3/GNAS/GNB1/MAPK1/NCSTN/TGM2/VPS35",8
"GO:0071869","GO:0071869","response to catecholamine","8/814","108/18903",0.0942812410761063,0.256780636690003,0.193394752981685,"FLNA/GNAI3/GNAS/GNB1/MAPK1/NCSTN/TGM2/VPS35",8
"GO:0002791","GO:0002791","regulation of peptide secretion","12/814","182/18903",0.0947793247096546,0.258002117812466,0.194314713470123,"ANO1/FOXO1/GLUL/HIF1A/HLA-DRB1/IRS2/LRRC8A/PSMD9/SERP1/SRI/TM7SF3/TRPM4",12
"GO:0045088","GO:0045088","regulation of innate immune response","15/814","240/18903",0.0959235419089666,0.260980264126801,0.196557709196858,"BIRC3/CNOT7/HEXIM1/HLA-B/HMGB1/HSP90AA1/IFI16/LSM14A/LYN/PAK2/PARP9/PLSCR1/TTLL12/XIAP/XRCC5",15
"GO:0045089","GO:0045089","positive regulation of innate immune response","10/814","145/18903",0.0962265023621728,0.261667676575025,0.197075434997115,"HEXIM1/HMGB1/HSP90AA1/IFI16/LSM14A/LYN/PAK2/PARP9/PLSCR1/XRCC5",10
"GO:1901216","GO:1901216","positive regulation of neuron death","7/814","91/18903",0.0972611380364193,0.264342967641303,0.199090334802592,"CLU/CTNNB1/FOS/NR3C1/PICALM/RHOA/UBE2M",7
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","13/814","202/18903",0.0974892633095413,0.264824620227798,0.199453092229277,"AKT1/CD9/CEBPB/EPCAM/HLA-DRB1/HMGB1/IL1RN/KLF4/MDK/PRKAR1A/PTEN/SPINT2/VEGFA",13
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","12/814","183/18903",0.0976929572946617,0.265239438333419,0.199765513158296,"AKT1/CAV1/HIF1A/HMGB1/JUN/MDK/NR2F2/PDCD6/STAT1/STAT3/SYNJ2BP/VEGFA",12
"GO:0006749","GO:0006749","glutathione metabolic process","5/814","57/18903",0.0980595458382675,0.265541778995663,0.199993221518415,"ARL6IP5/GLO1/MGST2/PARK7/SOD2",5
"GO:0010332","GO:0010332","response to gamma radiation","5/814","57/18903",0.0980595458382675,0.265541778995663,0.199993221518415,"HSPA5/SOD2/TMEM109/XRCC5/YAP1",5
"GO:0010658","GO:0010658","striated muscle cell apoptotic process","5/814","57/18903",0.0980595458382675,0.265541778995663,0.199993221518415,"ATP2A2/CFLAR/GATA6/HSP90AA1/MDK",5
"GO:0032768","GO:0032768","regulation of monooxygenase activity","5/814","57/18903",0.0980595458382675,0.265541778995663,0.199993221518415,"AKT1/CALM3/CAV1/HIF1A/PARK7",5
"GO:0035196","GO:0035196","miRNA processing","5/814","57/18903",0.0980595458382675,0.265541778995663,0.199993221518415,"DDX3X/DDX5/HNRNPA2B1/PUM1/STAT3",5
"GO:0006354","GO:0006354","DNA-templated transcription elongation","15/814","241/18903",0.098457441416312,0.266229129447022,0.200510900625633,"BTG1/CDK12/CTNNB1/ENY2/HEXIM1/HMGA1/HMGN1/HNRNPU/JMJD1C/MTDH/PCID2/RSF1/SETD5/TCEA1/THRAP3",15
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","4/814","41/18903",0.098697450422967,0.266229129447022,0.200510900625633,"B2M/HLA-B/HLA-DRA/HLA-DRB1",4
"GO:0006458","GO:0006458","'de novo' protein folding","4/814","41/18903",0.098697450422967,0.266229129447022,0.200510900625633,"HSPA5/HSPA8/HSPE1/SELENOF",4
"GO:0051125","GO:0051125","regulation of actin nucleation","4/814","41/18903",0.098697450422967,0.266229129447022,0.200510900625633,"ARF1/CYFIP1/GSN/WASF2",4
"GO:0072210","GO:0072210","metanephric nephron development","4/814","41/18903",0.098697450422967,0.266229129447022,0.200510900625633,"CTNNB1/HES1/SOX9/STAT1",4
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","6/814","74/18903",0.0989285185167157,0.266229129447022,0.200510900625633,"AKT1/FOXC1/MAP2K3/MT1G/PIK3CA/VEGFA",6
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","6/814","74/18903",0.0989285185167157,0.266229129447022,0.200510900625633,"CDKN1B/PDCD4/PTEN/RHOA/SF1/SOD2",6
"GO:0051298","GO:0051298","centrosome duplication","6/814","74/18903",0.0989285185167157,0.266229129447022,0.200510900625633,"CETN2/CHMP1B/CHMP3/CHMP4C/CHMP5/NPM1",6
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CD47/LYN/YES1",3
"GO:0009435","GO:0009435","NAD biosynthetic process","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"NAMPT/NAPRT/PARP9",3
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"HIF1A/HSBP1/UBB",3
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"BIRC3/NFKBIA/XIAP",3
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CD47/LYN/YES1",3
"GO:0044346","GO:0044346","fibroblast apoptotic process","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"BTG1/CFDP1/PIK3CA",3
"GO:0046426","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CAV1/LEPROT/SOCS3",3
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"HIF1A/HSBP1/UBB",3
"GO:0051957","GO:0051957","positive regulation of amino acid transport","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"ARL6IP1/ITGB1/SLC12A2",3
"GO:0060314","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CALM2/CALM3/SRI",3
"GO:0072010","GO:0072010","glomerular epithelium development","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CD24/FOXC1/IQGAP1",3
"GO:0086013","GO:0086013","membrane repolarization during cardiac muscle cell action potential","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"ATP1B1/FLNA/YWHAE",3
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","3/814","26/18903",0.099388114068842,0.266229129447022,0.200510900625633,"CTNNB1/NCSTN/RAB1A",3
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","10/814","146/18903",0.0995565485294394,0.266543059933167,0.20074733788042,"CD24/CD46/HES1/HMGB1/IL6ST/IRS2/NCK1/NCK2/SELENOK/TGFBR2",10
"GO:0090087","GO:0090087","regulation of peptide transport","12/814","184/18903",0.100660118322676,0.26935902032642,0.202868183017652,"ANO1/FOXO1/GLUL/HIF1A/HLA-DRB1/IRS2/LRRC8A/PSMD9/SERP1/SRI/TM7SF3/TRPM4",12
"GO:0045739","GO:0045739","positive regulation of DNA repair","9/814","128/18903",0.101241593405501,0.270775716655742,0.203935170155744,"ACTR2/ARID1A/BABAM2/DTX3L/HMGB1/MORF4L1/MORF4L2/PARP9/RIF1",9
"GO:0010657","GO:0010657","muscle cell apoptotic process","7/814","92/18903",0.10159496810082,0.271581204553169,0.204541824672068,"ATP2A2/CFLAR/GATA6/HSP90AA1/MDK/PDCD4/SOD2",7
"GO:0035264","GO:0035264","multicellular organism growth","10/814","147/18903",0.102953240742751,0.274876605473333,0.207023761219722,"ATRX/PIK3CA/PLEC/PPP1R13L/RARA/STAT3/TBL1XR1/TMED2/WWTR1/ZFP36L1",10
"GO:0048511","GO:0048511","rhythmic process","18/814","302/18903",0.103182199260958,0.274876605473333,0.207023761219722,"ADAMTS1/AHR/AXL/BHLHE40/CBX3/CSNK2A1/DDX5/HEBP1/HNRNPL/HNRNPU/HSPA5/KDM5B/MDK/NAMPT/PAM/PPP1CB/PTEN/THRAP3",18
"GO:0006826","GO:0006826","iron ion transport","5/814","58/18903",0.103728121016485,0.274876605473333,0.207023761219722,"B2M/CLTC/CYBRD1/SLC39A14/SLC40A1",5
"GO:0033619","GO:0033619","membrane protein proteolysis","5/814","58/18903",0.103728121016485,0.274876605473333,0.207023761219722,"ADAM10/ADAM9/MMP7/NCSTN/ROCK1",5
"GO:0060997","GO:0060997","dendritic spine morphogenesis","5/814","58/18903",0.103728121016485,0.274876605473333,0.207023761219722,"ACTR2/CDC42/DHX36/PDLIM5/PTEN",5
"GO:0005977","GO:0005977","glycogen metabolic process","6/814","75/18903",0.103849259995018,0.274876605473333,0.207023761219722,"AKT1/IL6ST/IRS2/PPP1CB/PPP1R2/SELENOS",6
"GO:0032890","GO:0032890","regulation of organic acid transport","6/814","75/18903",0.103849259995018,0.274876605473333,0.207023761219722,"AKT1/ARL6IP1/ARL6IP5/IRS2/ITGB1/SLC12A2",6
"GO:0030900","GO:0030900","forebrain development","22/814","383/18903",0.10469781644392,0.274876605473333,0.207023761219722,"ANXA3/ARPC5/ATRX/AXL/B2M/CNP/CTNNB1/HES1/HIF1A/MDK/NFIB/NR2F2/PTEN/RARA/RBPJ/RHOA/RTN4/SSTR2/TACC1/TMEM14B/UBB/YWHAE",22
"GO:0051224","GO:0051224","negative regulation of protein transport","9/814","129/18903",0.104932933761325,0.274876605473333,0.207023761219722,"ERP29/FOXO1/LMAN1/LYPLA1/PARK7/PSMD9/RSAD2/SP100/TXN",9
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","9/814","129/18903",0.104932933761325,0.274876605473333,0.207023761219722,"CDC42/CTNNB1/DAAM1/PHB2/RAC1/RHOA/SOX9/TACSTD2/VEGFA",9
"GO:0043547","GO:0043547","positive regulation of GTPase activity","17/814","283/18903",0.105229728409817,0.274876605473333,0.207023761219722,"AGRN/ARAP1/ASAP2/DOCK9/ITGA6/ITGB1/LIMS1/NEDD9/NET1/PICALM/RABGAP1L/RALBP1/RAP1A/RSU1/TBC1D2B/TGM2/ZC3H15",17
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","4/814","42/18903",0.105574742570149,0.274876605473333,0.207023761219722,"AKT1/ARPP19/FOXO1/IRS2",4
"GO:0050999","GO:0050999","regulation of nitric-oxide synthase activity","4/814","42/18903",0.105574742570149,0.274876605473333,0.207023761219722,"AKT1/CALM3/CAV1/HIF1A",4
"GO:0070296","GO:0070296","sarcoplasmic reticulum calcium ion transport","4/814","42/18903",0.105574742570149,0.274876605473333,0.207023761219722,"ATP2A2/CALM2/CALM3/SRI",4
"GO:0071354","GO:0071354","cellular response to interleukin-6","4/814","42/18903",0.105574742570149,0.274876605473333,0.207023761219722,"IL6ST/JAK1/STAT3/YAP1",4
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","4/814","42/18903",0.105574742570149,0.274876605473333,0.207023761219722,"ADAM10/NEDD9/RHOA/SELENOK",4
"GO:0002664","GO:0002664","regulation of T cell tolerance induction","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"HLA-B/TGFBR2",2
"GO:0003084","GO:0003084","positive regulation of systemic arterial blood pressure","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"NR2F2/RHOA",2
"GO:0003334","GO:0003334","keratinocyte development","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"PLEC/SFN",2
"GO:0005513","GO:0005513","detection of calcium ion","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CALM2/CALM3",2
"GO:0009415","GO:0009415","response to water","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"PIK3CA/PLEC",2
"GO:0010745","GO:0010745","negative regulation of macrophage derived foam cell differentiation","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"ITGAV/NFKBIA",2
"GO:0010771","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"FBLN1/TACSTD2",2
"GO:0021681","GO:0021681","cerebellar granular layer development","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"MDK/MTPN",2
"GO:0032268","GO:0032268","regulation of cellular protein metabolic process","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"APLP2/VPS35",2
"GO:0034333","GO:0034333","adherens junction assembly","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CTNNB1/PAK2",2
"GO:0034616","GO:0034616","response to laminar fluid shear stress","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"KLF4/SMAD6",2
"GO:0036302","GO:0036302","atrioventricular canal development","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"GATA6/RBPJ",2
"GO:0036462","GO:0036462","TRAIL-activated apoptotic signaling pathway","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"PARK7/PTEN",2
"GO:0042541","GO:0042541","hemoglobin biosynthetic process","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"HIF1A/KLF4",2
"GO:0045605","GO:0045605","negative regulation of epidermal cell differentiation","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"HES1/REG3A",2
"GO:0045683","GO:0045683","negative regulation of epidermis development","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"HES1/REG3A",2
"GO:0048680","GO:0048680","positive regulation of axon regeneration","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"FLNA/STK24",2
"GO:0051036","GO:0051036","regulation of endosome size","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CHMP3/RAB11A",2
"GO:0051451","GO:0051451","myoblast migration","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"NET1/ROCK1",2
"GO:0051775","GO:0051775","response to redox state","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"RNF7/SELENOS",2
"GO:0060213","GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CNOT7/PABPC1",2
"GO:0060221","GO:0060221","retinal rod cell differentiation","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"SOX9/STAT3",2
"GO:0060746","GO:0060746","parental behavior","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"NR3C1/PTEN",2
"GO:0070424","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"BIRC3/XIAP",2
"GO:0070486","GO:0070486","leukocyte aggregation","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CD44/MSN",2
"GO:0071481","GO:0071481","cellular response to X-ray","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"NUCKS1/XRCC5",2
"GO:0075509","GO:0075509","endocytosis involved in viral entry into host cell","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"CAV1/CTSL",2
"GO:0097048","GO:0097048","dendritic cell apoptotic process","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"AXL/LYN",2
"GO:1900025","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","2/814","13/18903",0.105575443624706,0.274876605473333,0.207023761219722,"FBLN1/TACSTD2",2
