"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061626","GO:0061626","pharyngeal arch artery morphogenesis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"HES1",1
"GO:0070142","GO:0070142","synaptic vesicle budding","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PICALM",1
"GO:0070327","GO:0070327","thyroid hormone transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"SLCO4A1",1
"GO:0071340","GO:0071340","skeletal muscle acetylcholine-gated channel clustering","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"FNTA",1
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"STAT1",1
"GO:0090220","GO:0090220","chromosome localization to nuclear envelope involved in homologous chromosome segregation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"UBE2B",1
"GO:0090281","GO:0090281","negative regulation of calcium ion import","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"HES1",1
"GO:0090394","GO:0090394","negative regulation of excitatory postsynaptic potential","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PTEN",1
"GO:0097090","GO:0097090","presynaptic membrane organization","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PTEN",1
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:0097688","GO:0097688","glutamate receptor clustering","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:0098974","GO:0098974","postsynaptic actin cytoskeleton organization","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"WASF2",1
"GO:1902412","GO:1902412","regulation of mitotic cytokinesis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"NUP62",1
"GO:1902946","GO:1902946","protein localization to early endosome","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"EZR",1
"GO:1902959","GO:1902959","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PICALM",1
"GO:1903365","GO:1903365","regulation of fear response","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:1903980","GO:1903980","positive regulation of microglial cell activation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CTSC",1
"GO:1904779","GO:1904779","regulation of protein localization to centrosome","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"NUP62",1
"GO:1905383","GO:1905383","protein localization to presynapse","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"KIF5B",1
"GO:1905918","GO:1905918","regulation of CoA-transferase activity","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:2000271","GO:2000271","positive regulation of fibroblast apoptotic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"BTG1",1
"GO:2000563","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"TGFBR2",1
"GO:2000601","GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"WASF2",1
"GO:2001269","GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GSN",1
"GO:0006626","GO:0006626","protein targeting to mitochondrion","4/422","104/18903",0.203104118362971,0.4176658413655,0.316877809297565,"NDUFA13/SH3GLB1/UBE2D3/UBL5",4
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","4/422","104/18903",0.203104118362971,0.4176658413655,0.316877809297565,"CTNNB1/HEXIM1/HNRNPU/SETD5",4
"GO:1902882","GO:1902882","regulation of response to oxidative stress","4/422","104/18903",0.203104118362971,0.4176658413655,0.316877809297565,"CTNNB1/P4HB/PARK7/PPIA",4
"GO:0008016","GO:0008016","regulation of heart contraction","7/422","214/18903",0.203123011152653,0.4176658413655,0.316877809297565,"ATP2A2/CALM2/CALM3/DSC2/DSP/TRPM4/YWHAE",7
"GO:0048813","GO:0048813","dendrite morphogenesis","5/422","140/18903",0.203906184025258,0.419083092179042,0.317953059625799,"CDC42/ITGB1/PDLIM5/PICALM/PTEN",5
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","9/422","291/18903",0.204554925325047,0.420222871455046,0.318817795795944,"AHCYL1/CALM2/CALM3/CTSS/FXYD3/ITGB1/PARK7/PHB2/YWHAE",9
"GO:0001764","GO:0001764","neuron migration","6/422","177/18903",0.20469827290041,0.420323835104294,0.318894395644014,"AXL/CTNNB1/RAC1/RHOA/STAT3/YWHAE",6
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","3/422","70/18903",0.205548310852486,0.421875143985185,0.320071354138186,"DCN/IFI6/PARK7",3
"GO:0042692","GO:0042692","muscle cell differentiation","12/422","409/18903",0.205651097117188,0.421892043833054,0.320084175839747,"ATP2A2/CD9/CTNNB1/GATA6/HES1/HNRNPU/ITGB1/KRT19/PDLIM5/PRKAR1A/SDC1/YBX1",12
"GO:0032479","GO:0032479","regulation of type I interferon production","4/422","105/18903",0.20773548232827,0.424110396285832,0.321767211884035,"G3BP1/PPM1B/STAT1/ZBTB20",4
"GO:0032606","GO:0032606","type I interferon production","4/422","105/18903",0.20773548232827,0.424110396285832,0.321767211884035,"G3BP1/PPM1B/STAT1/ZBTB20",4
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","4/422","105/18903",0.20773548232827,0.424110396285832,0.321767211884035,"GNB1/MAPK1/TGM2/VPS35",4
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","4/422","105/18903",0.20773548232827,0.424110396285832,0.321767211884035,"GNB1/MAPK1/TGM2/VPS35",4
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","5/422","141/18903",0.207856818327887,0.424110396285832,0.321767211884035,"APOE/CCDC88C/CTNNB1/G3BP1/RBX1",5
"GO:0006862","GO:0006862","nucleotide transport","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"CD47/SLC25A5",2
"GO:0032717","GO:0032717","negative regulation of interleukin-8 production","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"ANXA4/KLF4",2
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"ITGB1/KPNB1",2
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"CTNNB1/FAM20C",2
"GO:0043368","GO:0043368","positive T cell selection","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"CD74/STAT3",2
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"CD74/NPM1",2
"GO:0045742","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"AREG/NUP62",2
"GO:0098926","GO:0098926","postsynaptic signal transduction","2/422","38/18903",0.207968074198431,0.424110396285832,0.321767211884035,"AGRN/GNB1",2
"GO:0015833","GO:0015833","peptide transport","8/422","254/18903",0.208886150439599,0.425788032554359,0.323040013374889,"CD74/GLUL/HLA-DRB1/MGST1/PARK7/SERP1/TM7SF3/TRPM4",8
"GO:0051146","GO:0051146","striated muscle cell differentiation","9/422","293/18903",0.209939602221569,0.427739956672438,0.324520913599887,"CD9/GATA6/HNRNPU/ITGB1/KRT19/PDLIM5/PRKAR1A/SDC1/YBX1",9
"GO:0002548","GO:0002548","monocyte chemotaxis","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"DUSP1/HMGB1/S100A14",3
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"DSP/SEMA3C/TGFBR2",3
"GO:0033344","GO:0033344","cholesterol efflux","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"APOE/NFKBIA/NPC2",3
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"ITGAV/RAC1/TGM2",3
"GO:0061077","GO:0061077","chaperone-mediated protein folding","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"CD74/CSNK2A1/HSPA8",3
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"BCAT1/GLUL/PARK7",3
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","3/422","71/18903",0.211342292841385,0.428785933142081,0.325314482763201,"ARID1A/RBBP4/YAP1",3
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","5/422","142/18903",0.211832430030111,0.428785933142081,0.325314482763201,"ARPP19/BACH1/CALM2/CALM3/RAB11A",5
"GO:0006754","GO:0006754","ATP biosynthetic process","4/422","106/18903",0.212397049013832,0.428785933142081,0.325314482763201,"ALDOA/ATP6V1A/NDUFA13/NDUFB2",4
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","4/422","106/18903",0.212397049013832,0.428785933142081,0.325314482763201,"AGRN/LIMS1/RAC1/ROCK1",4
"GO:0002440","GO:0002440","production of molecular mediator of immune response","10/422","333/18903",0.212476179613051,0.428785933142081,0.325314482763201,"AXL/CD74/DDX21/HLA-DRA/HLA-DRB1/HLA-DRB5/PHB2/SPON2/TMBIM6/TRPM4",10
"GO:0010324","GO:0010324","membrane invagination","5/422","143/18903",0.215832349764664,0.428785933142081,0.325314482763201,"ARF1/CDC42/GSN/RAC1/RHOA",5
"GO:0030534","GO:0030534","adult behavior","5/422","143/18903",0.215832349764664,0.428785933142081,0.325314482763201,"ARCN1/CNP/PARK7/PTEN/PUM1",5
"GO:0006730","GO:0006730","one-carbon metabolic process","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"AHCYL1/MAT2B",2
"GO:0009595","GO:0009595","detection of biotic stimulus","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"HLA-DRB1/YAP1",2
"GO:0032570","GO:0032570","response to progesterone","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"FOS/YAP1",2
"GO:0035136","GO:0035136","forelimb morphogenesis","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"ATRX/CTNNB1",2
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"CD9/TGFBR2",2
"GO:0045066","GO:0045066","regulatory T cell differentiation","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"HLA-DRA/HLA-DRB1",2
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"ROCK1/ZFP36L1",2
"GO:0046621","GO:0046621","negative regulation of organ growth","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"PTEN/TGFBR2",2
"GO:0051569","GO:0051569","regulation of histone H3-K4 methylation","2/422","39/18903",0.216188546389821,0.428785933142081,0.325314482763201,"CTNNB1/KMT2E",2
"GO:0003279","GO:0003279","cardiac septum development","4/422","107/18903",0.217087708190534,0.428785933142081,0.325314482763201,"GATA6/HES1/SEMA3C/TGFBR2",4
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","4/422","107/18903",0.217087708190534,0.428785933142081,0.325314482763201,"CTNNB1/EMP2/PTEN/TGFBR2",4
"GO:0014013","GO:0014013","regulation of gliogenesis","4/422","107/18903",0.217087708190534,0.428785933142081,0.325314482763201,"CTNNB1/HES1/IL6ST/RHEB",4
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","4/422","107/18903",0.217087708190534,0.428785933142081,0.325314482763201,"ARID1A/DUSP1/HNRNPU/ZNF207",4
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","3/422","72/18903",0.217171567338442,0.428785933142081,0.325314482763201,"ADD3/CAPZA2/GSN",3
"GO:1903317","GO:1903317","regulation of protein maturation","3/422","72/18903",0.217171567338442,0.428785933142081,0.325314482763201,"GSN/RUNX1/XIAP",3
"GO:0110148","GO:0110148","biomineralization","6/422","181/18903",0.218789400961587,0.428785933142081,0.325314482763201,"CEBPB/FAM20C/MGP/ROCK1/SBDS/TRPM4",6
"GO:0050921","GO:0050921","positive regulation of chemotaxis","5/422","144/18903",0.219855905723232,0.428785933142081,0.325314482763201,"CD74/HMGB1/MAPK1/RAC1/S100A14",5
"GO:0002158","GO:0002158","osteoclast proliferation","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"JUNB",1
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CD74",1
"GO:0002732","GO:0002732","positive regulation of dendritic cell cytokine production","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"DDX21",1
"GO:0002759","GO:0002759","regulation of antimicrobial humoral response","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"GATA6",1
"GO:0006054","GO:0006054","N-acetylneuraminate metabolic process","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"ST6GAL1",1
"GO:0006449","GO:0006449","regulation of translational termination","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"GSPT1",1
"GO:0006686","GO:0006686","sphingomyelin biosynthetic process","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"ORMDL3",1
"GO:0009174","GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CMPK1",1
"GO:0016102","GO:0016102","diterpenoid biosynthetic process","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"RBP1",1
"GO:0019062","GO:0019062","virion attachment to host cell","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"HSP90AB1",1
"GO:0021781","GO:0021781","glial cell fate commitment","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CTNNB1",1
"GO:0021903","GO:0021903","rostrocaudal neural tube patterning","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"HES1",1
"GO:0031943","GO:0031943","regulation of glucocorticoid metabolic process","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"NR3C1",1
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"VPS35",1
"GO:0032377","GO:0032377","regulation of intracellular lipid transport","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"SCP2",1
"GO:0032525","GO:0032525","somite rostral/caudal axis specification","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"TMED2",1
"GO:0033148","GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"YAP1",1
"GO:0033210","GO:0033210","leptin-mediated signaling pathway","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"STAT3",1
"GO:0033212","GO:0033212","iron import into cell","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CYBRD1",1
"GO:0033860","GO:0033860","regulation of NAD(P)H oxidase activity","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"PARK7",1
"GO:0034115","GO:0034115","negative regulation of heterotypic cell-cell adhesion","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"KLF4",1
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"P4HB",1
"GO:0035112","GO:0035112","genitalia morphogenesis","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CTNNB1",1
"GO:0036490","GO:0036490","regulation of translation in response to endoplasmic reticulum stress","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"TMED2",1
"GO:0039530","GO:0039530","MDA-5 signaling pathway","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"DDX60",1
"GO:0042118","GO:0042118","endothelial cell activation","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"PPIA",1
"GO:0042989","GO:0042989","sequestering of actin monomers","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"GSN",1
"GO:0044848","GO:0044848","biological phase","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CTNNB1",1
"GO:0045060","GO:0045060","negative thymic T cell selection","1/422","11/18903",0.219966607118382,0.428785933142081,0.325314482763201,"CD74",1
