"","x"
"6274","Endothelial"
"6275","OD Mature"
"6276","Microglia"
"6277","Excitatory"
"6278","Excitatory"
"6279","Endothelial"
"6280","Excitatory"
"6281","OD Mature"
"6282","Excitatory"
"6283","Excitatory"
"6284","OD Mature"
"6285","OD Mature"
"6286","OD Mature"
"6287","OD Immature"
"6288","OD Immature"
"6289","Excitatory"
"6290","Mural"
"6291","OD Immature"
"6292","Excitatory"
"6293","OD Mature"
"6294","Astrocyte"
"6295","OD Mature"
"6296","Astrocyte"
"6297","OD Mature"
"6298","Excitatory"
"6299","OD Mature"
"6300","OD Mature"
"6301","Excitatory"
"6302","Excitatory"
"6303","OD Mature"
"6304","Excitatory"
"6305","Excitatory"
"6306","Microglia"
"6307","OD Immature"
"6308","OD Mature"
"6309","Excitatory"
"6310","Excitatory"
"6311","OD Mature"
"6312","Excitatory"
"6313","Excitatory"
"6314","Excitatory"
"6315","Excitatory"
"6316","OD Immature"
"6317","Excitatory"
"6318","OD Mature"
"6319","OD Mature"
"6320","OD Mature"
"6321","OD Mature"
"6322","OD Immature"
"6323","Excitatory"
"6324","OD Mature"
"6325","Astrocyte"
"6326","OD Mature"
"6327","OD Immature"
"6328","Excitatory"
"6329","OD Mature"
"6330","Excitatory"
"6331","Mural"
"6332","OD Mature"
"6333","Excitatory"
"6334","OD Immature"
"6335","OD Immature"
"6336","OD Mature"
"6337","OD Mature"
"6338","Excitatory"
"6339","Excitatory"
"6340","OD Mature"
"6341","OD Mature"
"6342","OD Mature"
"6343","Mural"
"6344","OD Mature"
"6345","OD Mature"
"6346","Excitatory"
"6347","Microglia"
"6348","OD Immature"
"6349","OD Mature"
"6350","OD Mature"
"6351","OD Mature"
"6352","OD Mature"
"6353","Astrocyte"
"6354","Microglia"
"6355","OD Mature"
"6356","OD Mature"
"6357","OD Mature"
"6358","OD Mature"
"6359","Excitatory"
"6360","Excitatory"
"6361","Excitatory"
"6362","OD Mature"
"6363","OD Mature"
"6364","Excitatory"
"6365","OD Immature"
"6366","OD Mature"
"6367","Excitatory"
"6368","Excitatory"
"6369","Excitatory"
"6370","Excitatory"
"6371","Excitatory"
"6372","OD Immature"
"6373","Excitatory"
"6374","Microglia"
"6375","Mural"
"6376","Excitatory"
"6377","OD Immature"
"6378","Excitatory"
"6379","Excitatory"
"6380","OD Immature"
"6381","Excitatory"
"6382","OD Immature"
"6383","Mural"
"6384","Endothelial"
"6385","Excitatory"
"6386","Excitatory"
"6387","Excitatory"
"6388","Excitatory"
"6389","Mural"
"6390","Excitatory"
"6391","Astrocyte"
"6392","Excitatory"
"6393","Endothelial"
"6394","Excitatory"
"6395","Astrocyte"
"6396","Excitatory"
"6397","OD Immature"
"6398","Excitatory"
"6399","Mural"
"6400","Excitatory"
"6401","OD Immature"
"6402","Excitatory"
"6403","Astrocyte"
"6404","Excitatory"
"6405","Mural"
"6406","Mural"
"6407","Excitatory"
"6408","Excitatory"
"6409","OD Immature"
"6410","Excitatory"
"6411","Endothelial"
"6412","Astrocyte"
"6413","Excitatory"
"6414","OD Immature"
"6415","OD Immature"
"6416","Excitatory"
"6417","Excitatory"
"6418","Excitatory"
"6419","Astrocyte"
"6420","Excitatory"
"6421","Excitatory"
"6422","Excitatory"
"6423","Microglia"
"6424","OD Immature"
"6425","Endothelial"
"6426","OD Immature"
"6427","Excitatory"
"6428","Excitatory"
"6429","Astrocyte"
"6430","Microglia"
"6431","Excitatory"
"6432","OD Immature"
"6433","Excitatory"
"6434","OD Immature"
"6435","Excitatory"
"6436","Excitatory"
"6437","Excitatory"
"6438","Excitatory"
"6439","Excitatory"
"6440","Astrocyte"
"6441","Excitatory"
"6442","Excitatory"
"6443","Endothelial"
"6444","Excitatory"
"6445","Excitatory"
"6446","Excitatory"
"6447","Excitatory"
"6448","Excitatory"
"6449","Microglia"
"6450","Mural"
"6451","Excitatory"
"6452","Excitatory"
"6453","OD Immature"
"6454","Excitatory"
"6455","Excitatory"
"6456","OD Immature"
"6457","Mural"
"6458","Endothelial"
"6459","Excitatory"
"6460","Astrocyte"
"6461","Microglia"
"6462","Excitatory"
"6463","Excitatory"
"6464","Excitatory"
"6465","Mural"
"6466","Endothelial"
"6467","Excitatory"
"6468","Excitatory"
"6469","Excitatory"
"6470","Excitatory"
"6471","Excitatory"
"6472","OD Immature"
"6473","Excitatory"
"6474","OD Immature"
"6475","Excitatory"
"6476","Microglia"
"6477","Excitatory"
"6478","Excitatory"
"6479","Excitatory"
"6480","Excitatory"
"6481","OD Immature"
"6482","Microglia"
"6483","Excitatory"
"6484","OD Immature"
"6485","Excitatory"
"6486","Excitatory"
"6487","Excitatory"
"6488","Excitatory"
"6489","Endothelial"
"6490","Mural"
"6491","Mural"
"6492","Microglia"
"6493","Microglia"
"6494","Excitatory"
"6495","Microglia"
"6496","Excitatory"
"6497","OD Immature"
"6498","Excitatory"
"6499","Excitatory"
"6500","Excitatory"
"6501","OD Immature"
"6502","Microglia"
"6503","Endothelial"
"6504","Excitatory"
"6505","Endothelial"
"6506","Excitatory"
"6507","Excitatory"
"6508","Excitatory"
"6509","OD Immature"
"6510","Endothelial"
"6511","Excitatory"
"6512","Excitatory"
"6513","Excitatory"
"6514","Excitatory"
"6515","Excitatory"
"6516","OD Immature"
"6517","Microglia"
"6518","Excitatory"
"6519","Mural"
"6520","Excitatory"
"6521","Excitatory"
"6522","Microglia"
"6523","OD Immature"
"6524","Endothelial"
"6525","Microglia"
"6526","Microglia"
"6527","Endothelial"
"6528","Endothelial"
"6529","Excitatory"
"6530","Excitatory"
"6531","Excitatory"
"6532","Excitatory"
"6533","Excitatory"
"6534","Excitatory"
"6535","Excitatory"
"6536","Excitatory"
"6537","Excitatory"
"6538","Excitatory"
"6539","Mural"
"6540","Excitatory"
"6541","Endothelial"
"6542","Excitatory"
"6543","Excitatory"
"6544","Excitatory"
"6545","Excitatory"
"6546","Excitatory"
"6547","Excitatory"
"6548","OD Immature"
"6549","Excitatory"
"6550","Excitatory"
"6551","Excitatory"
"6552","Astrocyte"
"6553","Endothelial"
"6554","Astrocyte"
"6555","Endothelial"
"6556","Excitatory"
"6557","Excitatory"
"6558","Excitatory"
"6559","Excitatory"
"6560","Microglia"
"6561","Ependymal"
"6562","Excitatory"
"6563","Microglia"
"6564","OD Immature"
"6565","OD Immature"
"6566","Excitatory"
"6567","Astrocyte"
"6568","OD Immature"
"6569","Microglia"
"6570","Excitatory"
"6571","Excitatory"
"6572","Excitatory"
"6573","Excitatory"
"6574","Microglia"
"6575","Endothelial"
"6576","Excitatory"
"6577","Excitatory"
"6578","Excitatory"
"6579","Excitatory"
"6580","OD Immature"
"6581","Excitatory"
"6582","Excitatory"
"6583","Mural"
"6584","Excitatory"
"6585","Excitatory"
"6586","OD Immature"
"6587","Excitatory"
"6588","Excitatory"
"6589","OD Immature"
"6590","Excitatory"
"6591","Excitatory"
"6592","OD Immature"
"6593","Mural"
"6594","Excitatory"
"6595","Excitatory"
"6596","Excitatory"
"6597","Excitatory"
"6598","OD Immature"
"6599","Excitatory"
"6600","Microglia"
"6601","Excitatory"
"6602","Excitatory"
"6603","Excitatory"
"6604","Excitatory"
"6605","Mural"
"6606","Excitatory"
"6607","Microglia"
"6608","Excitatory"
"6609","Astrocyte"
"6610","Astrocyte"
"6611","OD Immature"
"6612","OD Immature"
"6613","Microglia"
"6614","OD Immature"
"6615","OD Immature"
"6616","Excitatory"
"6617","Excitatory"
"6618","Excitatory"
"6619","OD Immature"
"6620","Excitatory"
"6621","Excitatory"
"6622","Microglia"
"6623","OD Immature"
"6624","OD Immature"
"6625","Microglia"
"6626","OD Immature"
"6627","Excitatory"
"6628","Excitatory"
"6629","OD Immature"
"6630","Astrocyte"
"6631","OD Immature"
"6632","Excitatory"
"6633","Microglia"
"6634","Excitatory"
"6635","Excitatory"
"6636","Excitatory"
"6637","Mural"
"6638","Excitatory"
"6639","OD Immature"
"6640","Excitatory"
"6641","Excitatory"
"6642","Excitatory"
"6643","OD Immature"
"6644","Excitatory"
"6645","Excitatory"
"6646","Mural"
"6647","Excitatory"
"6648","Microglia"
"6649","Microglia"
"6650","OD Immature"
"6651","Astrocyte"
"6652","Endothelial"
"6653","Excitatory"
"6654","Excitatory"
"6655","Excitatory"
"6656","OD Immature"
"6657","Excitatory"
"6658","OD Immature"
"6659","Excitatory"
"6660","OD Immature"
"6661","OD Immature"
"6662","Astrocyte"
"6663","Astrocyte"
"6664","Excitatory"
"6665","Excitatory"
"6666","OD Immature"
"6667","Excitatory"
"6668","Excitatory"
"6669","Excitatory"
"6670","Mural"
"6671","Astrocyte"
"6672","Excitatory"
"6673","Excitatory"
"6674","Astrocyte"
"6675","Excitatory"
"6676","Excitatory"
"6677","Mural"
"6678","Excitatory"
"6679","Excitatory"
"6680","Excitatory"
"6681","Excitatory"
"6682","Mural"
"6683","Astrocyte"
"6684","Endothelial"
"6685","Excitatory"
"6686","Excitatory"
"6687","Excitatory"
"6688","Excitatory"
"6689","Mural"
"6690","Endothelial"
"6691","Excitatory"
"6692","Endothelial"
"6693","Excitatory"
"6694","Ependymal"
"6695","Mural"
"6696","Microglia"
"6697","Microglia"
"6698","Excitatory"
"6699","OD Immature"
"6700","Excitatory"
"6701","Mural"
"6702","Excitatory"
"6703","OD Immature"
"6704","Excitatory"
"6705","Excitatory"
"6706","Excitatory"
"6707","Excitatory"
"6708","Excitatory"
"6709","Excitatory"
"6710","Excitatory"
"6711","Excitatory"
"6712","Excitatory"
"6713","Astrocyte"
"6714","OD Immature"
"6715","Excitatory"
"6716","OD Immature"
"6717","Excitatory"
"6718","Excitatory"
"6719","Excitatory"
"6720","OD Immature"
"6721","Excitatory"
"6722","Excitatory"
"6723","OD Immature"
"6724","Excitatory"
"6725","Excitatory"
"6726","Excitatory"
"6727","OD Immature"
"6728","Excitatory"
"6729","Endothelial"
"6730","Excitatory"
"6731","Astrocyte"
"6732","Astrocyte"
"6733","OD Immature"
"6734","OD Immature"
"6735","Excitatory"
"6736","Excitatory"
"6737","Excitatory"
"6738","OD Immature"
"6739","Excitatory"
"6740","Astrocyte"
"6741","Excitatory"
"6742","Excitatory"
"6743","Mural"
"6744","Microglia"
"6745","Excitatory"
"6746","Excitatory"
"6747","Excitatory"
"6748","Endothelial"
"6749","Excitatory"
"6750","Excitatory"
"6751","Excitatory"
"6752","Excitatory"
"6753","Excitatory"
"6754","Excitatory"
"6755","Mural"
"6756","Excitatory"
"6757","OD Immature"
"6758","OD Immature"
"6759","OD Immature"
"6760","Microglia"
"6761","Excitatory"
"6762","Excitatory"
"6763","Ependymal"
"6764","OD Immature"
"6765","Astrocyte"
"6766","Endothelial"
"6767","Excitatory"
"6768","Excitatory"
"6769","OD Immature"
"6770","Mural"
"6771","Excitatory"
"6772","Excitatory"
"6773","Excitatory"
"6774","Microglia"
"6775","Excitatory"
"6776","Astrocyte"
"6777","Mural"
"6778","OD Immature"
"6779","Excitatory"
"6780","OD Immature"
"6781","Excitatory"
"6782","Excitatory"
"6783","Excitatory"
"6784","Excitatory"
"6785","Microglia"
"6786","OD Immature"
"6787","OD Immature"
"6788","Astrocyte"
"6789","Ependymal"
"6790","Excitatory"
"6791","Mural"
"6792","Excitatory"
"6793","Excitatory"
"6794","OD Immature"
"6795","Excitatory"
"6796","Astrocyte"
"6797","Excitatory"
"6798","Excitatory"
"6799","Excitatory"
"6800","OD Immature"
"6801","OD Immature"
"6802","Excitatory"
"6803","Excitatory"
"6804","OD Immature"
"6805","Astrocyte"
"6806","Excitatory"
"6807","OD Immature"
"6808","Microglia"
"6809","Excitatory"
"6810","Excitatory"
"6811","Microglia"
"6812","Excitatory"
"6813","OD Immature"
"6814","Astrocyte"
"6815","OD Immature"
"6816","Astrocyte"
"6817","Excitatory"
"6818","Ependymal"
"6819","Excitatory"
"6820","Excitatory"
"6821","Excitatory"
"6822","Astrocyte"
"6823","Excitatory"
"6824","Mural"
"6825","Endothelial"
"6826","Microglia"
"6827","Mural"
"6828","OD Immature"
"6829","Excitatory"
"6830","Excitatory"
"6831","Endothelial"
"6832","Excitatory"
"6833","OD Immature"
"6834","Excitatory"
"6835","OD Immature"
"6836","Excitatory"
"6837","OD Immature"
"6838","Excitatory"
"6839","Mural"
"6840","Endothelial"
"6841","Microglia"
"6842","Mural"
"6843","Microglia"
"6844","OD Immature"
"6845","Excitatory"
"6846","Excitatory"
"6847","Astrocyte"
"6848","Excitatory"
"6849","Excitatory"
"6850","Excitatory"
"6851","Microglia"
"6852","Endothelial"
"6853","Excitatory"
"6854","Excitatory"
"6855","OD Immature"
"6856","Excitatory"
"6857","Excitatory"
"6858","Excitatory"
"6859","Microglia"
"6860","Microglia"
"6861","Excitatory"
"6862","Mural"
"6863","Endothelial"
"6864","Mural"
"6865","Astrocyte"
"6866","Excitatory"
"6867","OD Immature"
"6868","OD Immature"
"6869","Excitatory"
"6870","Excitatory"
"6871","Excitatory"
"6872","Excitatory"
"6873","Excitatory"
"6874","Excitatory"
"6875","Excitatory"
"6876","OD Immature"
"6877","Excitatory"
"6878","OD Immature"
"6879","Microglia"
"6880","Excitatory"
"6881","Endothelial"
"6882","Microglia"
"6883","Excitatory"
"6884","Endothelial"
"6885","Endothelial"
"6886","OD Immature"
"6887","Endothelial"
"6888","Excitatory"
"6889","Excitatory"
"6890","Excitatory"
"6891","Mural"
"6892","Astrocyte"
"6893","OD Immature"
"6894","Excitatory"
"6895","Excitatory"
"6896","OD Immature"
"6897","Excitatory"
"6898","Microglia"
"6899","Excitatory"
"6900","Excitatory"
"6901","Astrocyte"
"6902","Excitatory"
"6903","Excitatory"
"6904","Mural"
"6905","OD Immature"
"6906","Mural"
"6907","Excitatory"
"6908","OD Immature"
"6909","OD Immature"
"6910","Astrocyte"
"6911","Excitatory"
"6912","Excitatory"
"6913","Excitatory"
"6914","Excitatory"
"6915","Excitatory"
"6916","Excitatory"
"6917","OD Immature"
"6918","Excitatory"
"6919","Excitatory"
"6920","Astrocyte"
"6921","Excitatory"
"6922","OD Immature"
"6923","OD Immature"
"6924","Excitatory"
"6925","Excitatory"
"6926","OD Immature"
"6927","Excitatory"
"6928","Endothelial"
"6929","Excitatory"
"6930","Excitatory"
"6931","Excitatory"
"6932","OD Immature"
"6933","Excitatory"
"6934","Astrocyte"
"6935","Excitatory"
"6936","Excitatory"
"6937","Excitatory"
"6938","Excitatory"
"6939","Excitatory"
"6940","Microglia"
"6941","Excitatory"
"6942","Excitatory"
"6943","Endothelial"
"6944","Microglia"
"6945","OD Immature"
"6946","Excitatory"
"6947","Excitatory"
"6948","Excitatory"
"6949","Excitatory"
"6950","Excitatory"
"6951","Endothelial"
"6952","Endothelial"
"6953","Astrocyte"
"6954","Excitatory"
"6955","Endothelial"
"6956","Excitatory"
"6957","Excitatory"
"6958","Excitatory"
"6959","Excitatory"
"6960","OD Immature"
"6961","OD Immature"
"6962","Excitatory"
"6963","OD Immature"
"6964","Endothelial"
"6965","Mural"
"6966","Endothelial"
"6967","Microglia"
"6968","OD Immature"
"6969","Excitatory"
"6970","Excitatory"
"6971","Excitatory"
"6972","Excitatory"
"6973","Astrocyte"
"6974","Excitatory"
"6975","Excitatory"
"6976","Excitatory"
"6977","Endothelial"
"6978","Excitatory"
"6979","Excitatory"
"6980","Excitatory"
"6981","Endothelial"
"6982","Excitatory"
"6983","Excitatory"
"6984","Excitatory"
"6985","Excitatory"
"6986","Astrocyte"
"6987","OD Immature"
"6988","Excitatory"
"6989","Excitatory"
"6990","Astrocyte"
"6991","Excitatory"
"6992","Excitatory"
"6993","Mural"
"6994","Excitatory"
"6995","Excitatory"
"6996","Astrocyte"
"6997","Mural"
"6998","Excitatory"
"6999","Astrocyte"
"7000","Endothelial"
"7001","OD Immature"
"7002","Excitatory"
"7003","Excitatory"
"7004","OD Immature"
"7005","Excitatory"
"7006","Microglia"
"7007","Excitatory"
"7008","OD Immature"
"7009","Excitatory"
"7010","Excitatory"
"7011","Excitatory"
"7012","OD Immature"
"7013","Microglia"
"7014","Excitatory"
"7015","OD Immature"
"7016","Excitatory"
"7017","Excitatory"
"7018","Excitatory"
"7019","Mural"
"7020","Microglia"
"7021","Excitatory"
"7022","OD Immature"
"7023","Astrocyte"
"7024","Mural"
"7025","OD Immature"
"7026","Excitatory"
"7027","Endothelial"
"7028","OD Immature"
"7029","Excitatory"
"7030","Ependymal"
"7031","Excitatory"
"7032","Microglia"
"7033","OD Immature"
"7034","Excitatory"
"7035","Excitatory"
"7036","Excitatory"
"7037","Endothelial"
"7038","Astrocyte"
"7039","Excitatory"
"7040","Microglia"
"7041","Excitatory"
"7042","Astrocyte"
"7043","OD Immature"
"7044","Excitatory"
"7045","Excitatory"
"7046","Excitatory"
"7047","Microglia"
"7048","Excitatory"
"7049","Excitatory"
"7050","OD Immature"
"7051","Excitatory"
"7052","Excitatory"
"7053","Excitatory"
"7054","OD Immature"
"7055","OD Immature"
"7056","Astrocyte"
"7057","Mural"
"7058","Endothelial"
"7059","Endothelial"
"7060","OD Immature"
"7061","OD Immature"
"7062","Excitatory"
"7063","Excitatory"
"7064","Microglia"
"7065","Excitatory"
"7066","Excitatory"
"7067","Endothelial"
"7068","Mural"
"7069","Excitatory"
"7070","Excitatory"
"7071","Excitatory"
"7072","Astrocyte"
"7073","Excitatory"
"7074","Excitatory"
"7075","Excitatory"
"7076","OD Immature"
"7077","Excitatory"
"7078","OD Immature"
"7079","Excitatory"
"7080","OD Immature"
"7081","Excitatory"
"7082","Excitatory"
"7083","Microglia"
"7084","Excitatory"
"7085","Excitatory"
"7086","Microglia"
"7087","Excitatory"
"7088","Excitatory"
"7089","Astrocyte"
"7090","Excitatory"
"7091","Microglia"
"7092","OD Immature"
"7093","Excitatory"
"7094","Excitatory"
"7095","Astrocyte"
"7096","Mural"
"7097","Excitatory"
"7098","OD Immature"
"7099","Excitatory"
"7100","Excitatory"
"7101","Excitatory"
"7102","Microglia"
"7103","Excitatory"
"7104","Excitatory"
"7105","Astrocyte"
"7106","OD Immature"
"7107","Excitatory"
"7108","Excitatory"
"7109","Mural"
"7110","Microglia"
"7111","OD Immature"
"7112","Excitatory"
"7113","OD Immature"
"7114","Excitatory"
"7115","Excitatory"
"7116","Mural"
"7117","Excitatory"
"7118","Mural"
"7119","Astrocyte"
"7120","Excitatory"
"7121","Microglia"
"7122","Endothelial"
"7123","OD Immature"
"7124","OD Immature"
"7125","Excitatory"
"7126","Excitatory"
"7127","Endothelial"
"7128","Excitatory"
"7129","Excitatory"
"7130","Excitatory"
"7131","OD Immature"
"7132","Excitatory"
"7133","Mural"
"7134","Excitatory"
"7135","Excitatory"
"7136","Excitatory"
"7137","Excitatory"
"7138","Endothelial"
"7139","OD Immature"
"7140","Excitatory"
"7141","Microglia"
"7142","Excitatory"
"7143","Excitatory"
"7144","Excitatory"
"7145","OD Immature"
"7146","Excitatory"
"7147","Microglia"
"7148","Excitatory"
"7149","OD Immature"
"7150","Mural"
"7151","OD Immature"
"7152","Excitatory"
"7153","Excitatory"
"7154","OD Immature"
"7155","Excitatory"
"7156","Excitatory"
"7157","Microglia"
"7158","Excitatory"
"7159","Excitatory"
"7160","Endothelial"
"7161","Excitatory"
"7162","Astrocyte"
"7163","Astrocyte"
"7164","Excitatory"
"7165","Excitatory"
"7166","Excitatory"
"7167","OD Immature"
"7168","Mural"
"7169","Excitatory"
"7170","OD Immature"
"7171","Endothelial"
"7172","Excitatory"
"7173","OD Immature"
"7174","Excitatory"
"7175","OD Immature"
"7176","Microglia"
"7177","Endothelial"
"7178","Endothelial"
"7179","Astrocyte"
"7180","Mural"
"7181","Excitatory"
"7182","Astrocyte"
"7183","Excitatory"
